Bus Number,Direction,Stop Order,Stop Name,Arrival Time,Departure Time,Frequency,Day Type,Fare,Connections
6A,Inbound,2,Goldenhill,16:28,16:30,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,16:38,16:40,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,16:53,16:55,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,17:08,17:10,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,16:28,16:30,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,16:43,16:45,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,16:53,16:55,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,17:08,17:10,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,17:23,17:25,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,16:43,16:45,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,16:58,17:00,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,17:08,17:10,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,17:23,17:25,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,17:38,17:40,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,16:58,17:00,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,17:13,17:15,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,17:23,17:25,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,17:38,17:40,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,17:53,17:55,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,17:13,17:15,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,17:28,17:30,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,17:38,17:40,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,17:53,17:55,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,18:08,18:10,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,17:28,17:30,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,17:43,17:45,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,17:53,17:55,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,18:08,18:10,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,18:23,18:25,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,17:43,17:45,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,17:58,18:00,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,18:08,18:10,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,18:23,18:25,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,18:38,18:40,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,17:58,18:00,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,18:13,18:15,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,18:23,18:25,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,18:38,18:40,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,18:53,18:55,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,18:13,18:15,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,18:28,18:30,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,18:38,18:40,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,18:53,18:55,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,19:08,19:10,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,18:28,18:30,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,18:43,18:45,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,18:53,18:55,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,19:08,19:10,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,19:23,19:25,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,18:43,18:45,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,18:58,19:00,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,19:08,19:10,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,19:23,19:25,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,19:38,19:40,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,18:58,19:00,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,19:13,19:15,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,19:23,19:25,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,19:38,19:40,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,19:53,19:55,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,19:13,19:15,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,19:28,19:30,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,19:38,19:40,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,19:53,19:55,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,20:08,20:10,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,19:28,19:30,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,19:43,19:45,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,19:53,19:55,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,20:08,20:10,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,20:23,20:25,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,19:43,19:45,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,19:58,20:00,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,20:08,20:10,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,20:23,20:25,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,20:38,20:40,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,19:58,20:00,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,20:13,20:15,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,20:23,20:25,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,20:38,20:40,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,20:53,20:55,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,20:13,20:15,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,20:28,20:30,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,20:38,20:40,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,20:53,20:55,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,21:08,21:10,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,20:28,20:30,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,20:43,20:45,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,20:53,20:55,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,21:08,21:10,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,21:23,21:25,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,20:43,20:45,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,20:58,21:00,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,21:08,21:10,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,21:23,21:25,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,21:38,21:40,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,20:58,21:00,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,21:13,21:15,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,21:23,21:25,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,21:38,21:40,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,21:53,21:55,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,21:13,21:15,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,21:28,21:30,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,21:38,21:40,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,21:53,21:55,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,22:08,22:10,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,21:28,21:30,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,21:43,21:45,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,21:53,21:55,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,22:08,22:10,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,22:23,22:25,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,21:43,21:45,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,21:58,22:00,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,22:08,22:10,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,22:23,22:25,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,22:38,22:40,Every 20m,Weekday,£2.80,"7, 21"
6A,Inbound,1,Kidsgrove Town Centre,21:58,22:00,Every 20m,Weekday,£1.50,None
6A,Inbound,2,Goldenhill,22:13,22:15,Every 20m,Weekday,£1.80,None
6A,Inbound,3,Tunstall Town Centre,22:23,22:25,Every 20m,Weekday,£2.00,None
6A,Inbound,4,Burslem Town Centre,22:38,22:40,Every 20m,Weekday,£2.30,22
6A,Inbound,5,Hanley Bus Station,22:53,22:55,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,1,Hanley Bus Station,05:58,06:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,06:10,06:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,06:23,06:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,06:38,06:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,06:53,06:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,06:13,06:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,06:25,06:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,06:38,06:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,06:53,06:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,07:08,07:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,06:28,06:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,06:40,06:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,06:53,06:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,07:08,07:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,07:23,07:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,06:43,06:45,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,06:55,06:57,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,07:08,07:10,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,07:23,07:25,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,07:38,07:40,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,06:58,07:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,07:10,07:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,07:23,07:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,07:38,07:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,07:53,07:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,07:13,07:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,07:25,07:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,07:38,07:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,07:53,07:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,08:08,08:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,07:28,07:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,07:40,07:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,07:53,07:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,08:08,08:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,08:23,08:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,07:43,07:45,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,07:55,07:57,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,08:08,08:10,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,08:23,08:25,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,08:38,08:40,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,07:58,08:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,08:10,08:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,08:23,08:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,08:38,08:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,08:53,08:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,08:13,08:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,08:25,08:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,08:38,08:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,08:53,08:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,09:08,09:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,08:28,08:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,08:40,08:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,08:53,08:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,09:08,09:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,09:23,09:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,08:43,08:45,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,08:55,08:57,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,09:08,09:10,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,09:23,09:25,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,09:38,09:40,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,08:58,09:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,09:10,09:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,09:23,09:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,09:38,09:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,09:53,09:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,09:13,09:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,09:25,09:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,09:38,09:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,09:53,09:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,10:08,10:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,09:28,09:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,09:40,09:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,09:53,09:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,10:08,10:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,10:23,10:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,09:43,09:45,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,09:55,09:57,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,10:08,10:10,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,10:23,10:25,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,10:38,10:40,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,09:58,10:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,10:10,10:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,10:23,10:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,10:38,10:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,10:53,10:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,10:13,10:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,10:25,10:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,10:38,10:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,10:53,10:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,11:08,11:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,10:28,10:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,10:40,10:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,10:53,10:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,11:08,11:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,11:23,11:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,10:43,10:45,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,10:55,10:57,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,11:08,11:10,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,11:23,11:25,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,11:38,11:40,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,10:58,11:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,11:10,11:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,11:23,11:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,11:38,11:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,11:53,11:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,11:13,11:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,11:25,11:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,11:38,11:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,11:53,11:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,12:08,12:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,11:28,11:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,11:40,11:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,11:53,11:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,12:08,12:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,12:23,12:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,11:43,11:45,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,11:55,11:57,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,12:08,12:10,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,12:23,12:25,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,12:38,12:40,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,11:58,12:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,12:10,12:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,12:23,12:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,12:38,12:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,12:53,12:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,12:13,12:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,12:25,12:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,12:38,12:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,12:53,12:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,13:08,13:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,12:28,12:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,12:40,12:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,12:53,12:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,13:08,13:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,13:23,13:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,12:43,12:45,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,12:55,12:57,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,13:08,13:10,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,13:23,13:25,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,13:38,13:40,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,12:58,13:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,13:10,13:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,13:23,13:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,13:38,13:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,13:53,13:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,13:13,13:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,13:25,13:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,13:38,13:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,13:53,13:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,14:08,14:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,13:28,13:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,13:40,13:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,13:53,13:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,14:08,14:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,14:23,14:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,13:43,13:45,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,13:55,13:57,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,14:08,14:10,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,14:23,14:25,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,14:38,14:40,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,13:58,14:00,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,14:10,14:12,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,14:23,14:25,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,14:38,14:40,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,14:53,14:55,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,14:13,14:15,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,14:25,14:27,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,14:38,14:40,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,14:53,14:55,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,15:08,15:10,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,14:28,14:30,Every 20m,Weekday,£2.80,"7, 21"
6A,Outbound,2,Burslem Town Centre,14:40,14:42,Every 20m,Weekday,£2.30,22
6A,Outbound,3,Tunstall Town Centre,14:53,14:55,Every 20m,Weekday,£2.00,None
6A,Outbound,4,Goldenhill,15:08,15:10,Every 20m,Weekday,£1.80,None
6A,Outbound,5,Kidsgrove Town Centre,15:23,15:25,Every 20m,Weekday,£1.50,None
6A,Outbound,1,Hanley Bus Station,14:43,14:45,Every 20m,Weekday,£2.80,"7, 21"
